can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$4,142.75",03/09/2013,"$328,426.21",Support,T-Shirts,Mack Crounse Group,860106,N,A92A75C2B506E4FBD85A,13961142500,03/11/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$4,982.99",03/07/2013,"$33,669.12",Support,Computers,Newegg.com,860106,N,AA10267B38A374F5D8BC,13961142499,03/11/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$8,370.12",03/09/2013,"$328,426.21",Support,Literature for Canvass,Mack Crounse Group,860106,N,A289014DAE81E48BDB8B,13961142499,03/11/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$44,945.00",03/09/2013,"$328,426.21",Support,Volunteer Mobilization Campaign Consulting,"Terra Strategies, LLC",860106,N,A56A8021C5A404009AB1,13961142500,03/11/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$235,643.75",03/09/2013,"$328,426.21",Support,Field Campaign Consulting,"Terra Strategies, LLC",860106,N,A755AAA1F463946E18DB,13961142500,03/11/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$11.75",03/10/2013,"$328,437.96",Support,Staff Time for Press Release,"League of Conservation Voters, Inc.",863552,N,AEDE36B3A016A4E4184C,13961234492,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$15.58",03/18/2013,"$330,909.25",Support,Staff & Email for Recruitment of Vols for IE Canvass,"League of Conservation Voters, Inc.",863552,N,A25F20818834E4E0EB14,13961234493,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$85.81",03/15/2013,"$330,893.67",Support,Staff & Email for Recruitment of Vols for IE Canvass,"League of Conservation Voters, Inc.",863552,N,AE916544FB3A94D029E5,13961234493,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$92.90",03/28/2013,"$340,606.06",Support,Office Supplies,Amazon.com,863552,N,A41E3D2C381E54ACFBAC,13961234496,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$174.23",03/11/2013,"$328,612.19",Support,Office Supplies,EveryDaySource.com,863552,N,A0837E1ABB09E4B64A9F,13961234492,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$330.00",03/28/2013,"$340,606.06",Support,Bumper Stickers,Mack Crounse Group,863552,N,A0DD73620E2F34981AA5,13961234496,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$343.00",03/28/2013,"$340,606.06",Support,Lapel Stickers,Mack Crounse Group,863552,N,A1C751E49BE544AC395B,13961234495,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$420.00",03/28/2013,"$340,606.06",Support,Buttons,Mack Crounse Group,863552,N,AEC33650677EC4B0B8A5,13961234496,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$509.95",03/20/2013,"$335,545.64",Support,Office Supplies,Staples,863552,N,ADBF506D359EF4D70B5F,13961234494,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$754.25",03/13/2013,"$330,807.86",Support,Office Supplies,Costco,863552,N,AD8F1AB7B382240BBABB,13961234493,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$1,441.42",03/12/2013,"$330,053.61",Support,Digital Tracking Equipment Repairs,uBreakiFix,863552,N,AB170CD97FF564B38A41,13961234492,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$1,441.42",03/28/2013,"$340,606.06",Support,Digital Tracking Equipment Repairs,uBreakiFix,863552,N,A17D13F9D55D7423DB92,13961234495,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$1,481.44",03/20/2013,"$335,545.64",Support,Rally Signs,Mack Crounse Group,863552,N,A1A80D6DBAF97488B983,13961234494,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$2,433.10",03/28/2013,"$340,606.06",Support,Water Bottles,Mack Crounse Group,863552,N,A5B26D80D17F34097B22,13961234495,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$2,645.00",03/20/2013,"$335,545.64",Support,Pledge Cards,Mack Crounse Group,863552,N,AD2509C6F0D0741779F4,13961234494,03/29/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$336.83",04/01/2013,"$385,106.68",Support,Office Supplies,EveryDaySource.com,863740,N,A4CC51041DF0E4497A6F,13940511210,04/02/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$500.00",04/01/2013,"$385,106.68",Support,Travel Stipend,"Pfingston, Carson",863740,N,A2C1C97D089AB4A549A6,13940511211,04/02/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$3,443.79",03/29/2013,"$344,049.85",Support,Salary,"Pfingston, Carson",863740,N,A4EE9EBB468B6449C83D,13940511210,04/02/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$40,220.00",04/01/2013,"$385,106.68",Support,Volunteer Mobilization Campaign Consulting,"Terra Strategies, LLC",863740,N,AA7BB5B7CB4AB453C8C3,13940511210,04/02/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$11.75",04/04/2013,"$386,618.43",Support,Staff Time for Press Release,"League of Conservation Voters, Inc.",864139,N,A779C20F2843F4E6D99A,13961248997,04/06/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$1,500.00",04/02/2013,"$386,606.68",Support,Polling,Public Policy Polling,864139,N,AE031826F330945D7B40,13961248997,04/06/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$2,147.00",04/05/2013,"$396,410.43",Support,Fliers,Mack Sumner Communications,864139,N,ACA395B5F6F644088913,13961248998,04/06/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$11.75",03/05/2013,"$28,686.13",Support,Staff Time for Press Release,"League of Conservation Voters, Inc.",859580,N,A6DD851CFDC3546E6AA8,13961137634,03/07/2013, 
 ,"Markey, Edward",C90005786,"League of Conservation Voters, Inc.",O,MA,00,S, ,"$107.96",03/04/2013,"$8,674.38",Support,Office Supplies,EveryDaySource.com,859580,N,A92524B195D964A96B19,13961137633,03/07/2013, 
S0MA00083,"Lynch, Stephen",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$437.50",03/15/2013,"$7,954.88",Oppose,"Copy, art & production",Chapman Cubine Adams & Hussey,860876,N,VN7C28BQC8,13961164971,03/15/2013, 
S0MA00083,"Lynch, Stephen",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$3,539.94",03/15/2013,"$7,954.88",Oppose,List rental,NARAL Pro-Choice Foundation,860876,N,VN7C28BQE4,13961164972,03/15/2013, 
S4MA00028,"Markey, Ed",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$1,094.00",03/30/2013,"$40,397.77",Support,List rental,NARAL Pro-Choice Foundation,863559,N,VN7C28D9X9,13961235128,03/30/2013, 
S4MA00028,"Markey, Ed",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$1,094.00",03/27/2013,"$39,303.77",Support,List rental,NARAL Pro-Choice Foundation,863378,N,VN7C28D380,13940508766,03/27/2013, 
S4MA00028,"Markey, Ed",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$3,539.94",03/22/2013,"$38,209.77",Support,List rental,NARAL Pro-Choice Foundation,862991,N,VN7C28D0A0,13961221818,03/24/2013, 
S4MA00028,"Markey, Ed",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$437.50",03/22/2013,"$38,209.77",Support,"Copy, art & production",Chapman Cubine Adams & Hussey,862991,N,VN7C28D085,13961221818,03/24/2013, 
S0MA00083,"Lynch, Stephen",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$3,539.94",03/22/2013,"$38,209.77",Oppose,List rental,NARAL Pro-Choice Foundation,862991,N,VN7C28D0B8,13961221819,03/24/2013, 
S0MA00083,"Lynch, Stephen",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$437.50",03/22/2013,"$38,209.77",Oppose,"Copy, art & production",Chapman Cubine Adams & Hussey,862991,N,VN7C28D092,13961221818,03/24/2013, 
S4MA00028,"Markey, Ed",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$3,539.94",03/20/2013,"$30,254.89",Support,List rental,NARAL Pro-Choice Foundation,862046,N,VN7C28CEQ3,13961187357,03/20/2013, 
S4MA00028,"Markey, Ed",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$437.50",03/20/2013,"$30,254.89",Support,"Copy, art & production",Chapman Cubine Adams & Hussey,862046,N,VN7C28CEN7,13961187357,03/20/2013, 
S0MA00083,"Lynch, Stephen",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$3,539.94",03/20/2013,"$30,254.89",Oppose,List rental,NARAL Pro-Choice Foundation,862046,N,VN7C28CER1,13961187358,03/20/2013, 
S0MA00083,"Lynch, Stephen",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$437.50",03/20/2013,"$30,254.89",Oppose,"Copy, art & production",Chapman Cubine Adams & Hussey,862046,N,VN7C28CEP5,13961187357,03/20/2013, 
S4MA00028,"Markey, Ed",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$14,345.13",03/18/2013,"$22,300.01",Support,List rental,NARAL Pro-Choice Foundation,861083,N,VN7C28C8X7,13961175327,03/18/2013, 
S4MA00028,"Markey, Ed",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$3,539.94",03/15/2013,"$7,954.88",Support,List rental,NARAL Pro-Choice Foundation,860876,N,VN7C28BQD6,13961164971,03/15/2013, 
S4MA00028,"Markey, Ed",C90004185,NARAL Pro-Choice America,O,MA,00,S,Dem,"$437.50",03/15/2013,"$7,954.88",Support,"Copy, art & production",Chapman Cubine Adams & Hussey,860876,N,VN7C28BQB0,13961164971,03/15/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$40,000.00",04/01/2013,"$196,498.00",Oppose,Online Advertisements,Portal A Limited,863900,N,EDT.E.1,13940511704,04/03/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$40,000.00",04/01/2013,"$196,498.00",Oppose,YouTube Video,Portal A Limited,864241,A1,EDT.E.1,13940512975,04/08/2013,863900
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$7,500.00",04/02/2013,"$196,498.00",Oppose,Consulting Services,"Adams , Thomas",863900,N,PDT.E.8,13940511704,04/03/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$22,940.00",04/01/2013,"$196,498.00",Oppose,Video Mobile Billboards,"Sadler Strategic Media, Inc.",864241,A1,EDT.E.4,13940512976,04/08/2013,863900
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$27,940.00",03/22/2013,"$32,675.00",Oppose,Video Mobile Billboards,"Sadler Strategic Media, Inc.",862948,N,EDT.E.2,13940505729,03/22/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$4,400.00",03/18/2013,"$32,675.00",Oppose,Consulting for Blog Piece,Tigercomm,862948,N,PDT.E.1,13940505729,03/22/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$335.00",03/22/2013,"$32,675.00",Oppose,Consulting for Video Mobile Billboards,Tigercomm,862948,N,PDT.E.2,13940505730,03/22/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$54,700.00",03/27/2013,"$126,058.00",Oppose,Aerial Banners,"Sadler Strategic Media, Inc.",863548,N,EDT.E.3,13940509870,03/29/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$38,100.00",03/29/2013,"$126,058.00",Oppose,Consulting Services,"Markham Group, LLC",863548,N,PDT.E.7,13940509870,03/29/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$250.00",03/25/2013,"$87,958.00",Oppose,Consulting for Blog Piece (estimate),"Adams , Thomas",863389,N,PDT.E.5,13940508772,03/27/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$148.00",03/25/2013,"$87,958.00",Oppose,Consulting for Blog Piece (estimate),"Mooney, Josie",863389,N,PDT.E.4,13940508773,03/27/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$110.00",03/25/2013,"$87,958.00",Oppose,Consulting for Blog Piece (estimate),Tigercomm,863389,N,PDT.E.3,13940508773,03/27/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$75.00",03/25/2013,"$87,958.00",Oppose,Consulting for Blog Piece (estimate),"Lehane , Chris",863389,N,PDT.E.6,13940508772,03/27/2013, 
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$7,500.00",04/02/2013,"$196,498.00",Oppose,Consulting Services,"Adams , Thomas",864241,A1,PDT.E.8,13940512975,04/08/2013,863900
 ,"Lynch, Stephen F.",C00542779,NextGen Committee,P,MA,00,S, ,"$22,940.00",04/01/2013,"$196,498.00",Oppose,Video Mobile Billboards,"Sadler Strategic Media, Inc.",863900,N,EDT.E.4,13940511705,04/03/2013, 
 ,"Robert, McDonnell",C00509489,PATRIOT SUPER PAC,P,IA,00,P, ,"$4,395.00",03/08/2013,"$2,013.00",Oppose,Television Advertisements/Iowa,Patriot Super PAC,859566,N,WFT2013271329-1,13940336321,03/07/2013, 
 ,"Robet, McDonnell",C00509489,PATRIOT SUPER PAC,P,NH,00,P, ,"$7,800.00",03/12/2013,"$2,016.00",Oppose,TV Advertisement in New Hampshire,Patriot Super PAC,860130,N,WFT20132111712-1,13940342206,03/11/2013, 
H2IL02164,"HUTCHINSON, TOI",C00492595,PROGRESSSIVE KICK INDEPENDENT EXPENDITURES,S,IL,02,H,Dem,"$7,500.00",02/07/2013,"$27,510.00",Oppose,Media Production,DS Political,854892,N,SE.4736,13960811779,02/07/2013, 
H2IL02164,"HUTCHINSON, TOI",C00492595,PROGRESSSIVE KICK INDEPENDENT EXPENDITURES,S,IL,02,H,Dem,"$6,255.00",02/07/2013,"$12,510.00",Oppose,TV Advertising,"Fortune Media, Inc.",854892,N,SE.4734,13960811780,02/07/2013, 
H8IL11113,"HALVORSON, DEBORAH L",C00492595,PROGRESSSIVE KICK INDEPENDENT EXPENDITURES,S,IL,02,H,Dem,"$7,500.00",02/07/2013,"$20,010.00",Oppose,Media Production,DS Political,854892,N,SE.4735,13960811779,02/07/2013, 
H8IL11113,"HALVORSON, DEBORAH L",C00492595,PROGRESSSIVE KICK INDEPENDENT EXPENDITURES,S,IL,02,H,Dem,"$6,255.00",02/07/2013,"$6,255.00",Oppose,TV Advertising,"Fortune Media, Inc.",854892,N,SE.4733,13960811780,02/07/2013, 
H0SC01105,"GROOMS, LAWRENCE K",C00540807,Palmetto Conservatives Fund,S,SC,01,H,Rep,"$1,500.00",03/06/2013,"$1,500.00",Support,Video production,"Wilson, Dave",859602,N,SE.4109,13961138473,03/07/2013, 
H8IL11113,"HALVORSON, DEBORAH L",C00532812,Progressive U.S.A. Voters,S,IL,02,H,Dem,"$2,080.00",02/24/2013,"$21,484.00",Oppose,paid voter contact canvass,Grassroots Voter Outreach,858394,N,SE.4189,13961073760,02/25/2013, 
H8IL11113,"HALVORSON, DEBORAH L",C00532812,Progressive U.S.A. Voters,S,IL,02,H,Dem,"$2,500.00",02/22/2013,"$19,904.00",Oppose,paid voter contact canvass,Grassroots Voter Outreach,858121,N,SE.4186,13961071503,02/23/2013, 
H8IL11113,"HALVORSON, DEBORAH L",C00532812,Progressive U.S.A. Voters,S,IL,02,H,Dem,"$13,969.00",02/17/2013,"$17,404.00",Oppose,paid voter contact canvass,Grassroots Voter Outreach,856916,N,SE.4183,13960943454,02/18/2013, 
H8IL11113,"HALVORSON, DEBORAH L",C00532812,Progressive U.S.A. Voters,S,IL,02,H,Dem,"$1,374.00",02/16/2013,"$3,435.00",Oppose,paid voter contact canvass,Grassroots Voter Outreach,855782,N,SE.4180,13960941784,02/17/2013, 
H2IL02164,"Hutchinson, Toi",C00532812,Progressive U.S.A. Voters,S,IL,02,H,Dem,"$1,374.00",02/15/2013,"$2,061.00",Oppose,paid voter contact canvass,Grassroots Voter Outreach,855782,N,SE.4179,13960941784,02/17/2013, 
H2IL02164,"Hutchinson, Toi",C00532812,Progressive U.S.A. Voters,S,IL,02,H,Dem,"$343.50",02/12/2013,"$687.00",Oppose,paid voter contact costs,Work For Progress,855782,N,SE.4178,13960941785,02/17/2013, 
H8IL11113,"HALVORSON, DEBORAH L",C00532812,Progressive U.S.A. Voters,S,IL,02,H,Dem,"$343.50",02/12/2013,"$343.50",Oppose,paid voter contact costs,Work For Progress,855782,N,SE.4177,13960941785,02/17/2013, 
H8IL11113,"HALVORSON, DEBORAH L",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),O,IL,02,H,Dem,"$59,755.00",02/14/2013,"$59,755.00",Oppose,Radio Advertising Buy & Production,Berlin Rosen,855664,N,D308204,13960939702,02/15/2013, 
H8IL11113,"HALVORSON, DEBORAH L",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),O,IL,02,H,Dem,"$34,022.00",02/14/2013,"$34,022.00",Oppose,Radio Advertising Buy & Production,Berlin Rosen,858106,A1,D308204,13961071036,02/22/2013,855664
H2IL02172,"KELLY, ROBIN L",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),O,IL,02,H,Dem,"$14,266.50",02/21/2013,"$62,555.00",Support,Radio Advertising Buy & Production,Berlin Rosen,858107,N,D308395,13961071037,02/22/2013, 
H8IL11113,"HALVORSON, DEBORAH L",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),O,IL,02,H,Dem,"$14,266.50",02/21/2013,"$62,555.00",Oppose,Radio Advertising Buy & Production,Berlin Rosen,858107,N,D308393,13961071037,02/22/2013, 
S4MA00028,"MARKEY, EDWARD J",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),O,MA,00,S,Dem,"$246,700.00",03/26/2013,"$319,550.00",Support,Canvassing Services from 3/26-4/30,SEIU MA State Council,863472,N,D310505,13961229947,03/28/2013, 
S4MA00028,"MARKEY, EDWARD J",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),O,MA,00,S,Dem,"$11,150.00",03/26/2013,"$319,550.00",Support,Canvassing Services from 3/26-4/30,SEIU Local 615,863472,N,D310503,13961229945,03/28/2013, 
S4MA00028,"MARKEY, EDWARD J",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),O,MA,00,S,Dem,"$16,100.00",03/26/2013,"$319,550.00",Support,Canvassing Services from 3/26-4/30,Mass Uniting,863472,N,D310501,13961229946,03/28/2013, 
S4MA00028,"MARKEY, EDWARD J",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),O,MA,00,S,Dem,"$34,500.00",03/26/2013,"$319,550.00",Support,Canvassing Services from 3/26-4/30,SEIU Local 509,863472,N,D310502,13961229945,03/28/2013, 
S4MA00028,"MARKEY, EDWARD J",C00004036,SEIU COPE (Service Employees International Union Committee On Political Education),O,MA,00,S,Dem,"$11,100.00",03/26/2013,"$319,550.00",Support,Canvassing Services from 3/26-4/30,SEIU Local 888,863472,N,D310504,13961229946,03/28/2013, 
H4IL02293,"McKinley, Paul",C00520825,THE TEAPARTY.NET LEADERSHIP FUND,S,IL,02,H,Rep,"$3,557.86",04/01/2013,"$7,485.42",Support,"T-shirts, bumper stickers for IL-02",Back Roads Trading,863681,N,SE.20652,13961238174,04/01/2013, 
H4IL02293,"McKinley, Paul",C00520825,THE TEAPARTY.NET LEADERSHIP FUND,S,IL,02,H,Rep,"$927.56",03/30/2013,"$3,927.56",Support,"Payment made by staff for production of fliers, to be reimbursed later",Staples,863681,N,SE.20654,13961238175,04/01/2013, 
H4IL02293,"McKinley, Paul",C00520825,THE TEAPARTY.NET LEADERSHIP FUND,S,IL,02,H,Rep,"$8,400.00",04/05/2013,"$26,710.42",Support,targetted online advertising,Red Digital LLC,864033,N,SE.20663,13961245240,04/05/2013, 
H4IL02293,"McKinley, Paul",C00520825,THE TEAPARTY.NET LEADERSHIP FUND,S,IL,02,H,Rep,"$7,500.00",04/01/2013,"$14,985.42",Support,IL-02 event organizing,NLB Enterprises,863681,N,SE.20653,13961238174,04/01/2013, 
H4IL02293,"McKinley, Paul",C00520825,THE TEAPARTY.NET LEADERSHIP FUND,S,IL,02,H,Rep,"$3,325.00",04/05/2013,"$18,310.42",Support,Targetted calls,Washington Political Group,864033,N,SE.20657,13961245240,04/05/2013, 
H4SC00018,"BOSTIC, CURTIS EILLIOTT",C90011685,"The 60 Plus Association, Inc.",R,SC,01,H,Rep,"$2,651.17",03/27/2013,"$2,651.17",Support,Telephone Voter Contact,"Campaign Marketing Strategies, Inc.",863414,N,F57.4382,13961226498,03/28/2013, 
